id,RAdeg,DEdeg
0,217.86348343319486,66.54466608500267
1,201.6703958396482,59.7173756774325
2,252.31547967554945,78.27012069165544
3,199.21109715964695,69.73338382896277
4,197.64289492883944,64.56279218712613
5,213.96349693655458,55.5978380961927
6,214.04286262079654,59.71425450871907
7,238.35535120929077,67.10560604549305
8,207.74096437386373,74.736210085315
9,264.3964810050014,85.90776125856233
10,180.47387539166988,73.11985462464386
11,257.1756699678147,78.94523467290902
12,213.66065689935672,74.46853559470799
13,238.02333548950023,65.79989142794521
14,178.89493350399283,71.32267356187626
15,236.0930546306675,61.85204371637111
16,223.91895234943553,58.911764884278384
17,237.47966448281684,62.767626078758504
18,216.68888793884622,57.29644171280164
19,208.0876622047987,56.727416811592455
20,236.85284296655098,62.27412236763791
21,216.18986847814415,57.23799926458511
22,185.32747072203196,82.23840038960714
23,238.79591915892635,70.33260959145224
24,179.99444546974954,72.04852714041753
25,261.15580952356595,70.72699086597206
26,212.9346765732653,70.71968471421735
27,217.73427958266987,62.950864001986496
28,174.70605869547387,70.87002581159554
29,228.29338861138643,57.974381919976615
30,217.58056361117153,55.8341930831502
31,213.4437488336748,74.30332588501328
32,214.84362961507108,72.05073380573518
33,197.87682490085703,70.09028664562912
34,238.9678247842578,61.633828019368046
35,222.3771177813207,57.265951208289984
36,257.827944195441,77.9787371590603
37,187.7532601540356,82.23201770305019
38,262.23395470902864,70.3590123470386
39,205.82506702166393,74.60113872318875
40,223.91387265762117,59.73615329617271
41,247.12109511465067,67.51625732724757
42,237.92125162737844,69.56017160105174
43,213.42520287389726,60.199440787119606
44,262.0476421807866,71.57513165466186
45,239.48305871634588,66.56574617452613
46,223.90049845514645,57.28325441673301
47,242.25585169333272,83.61413127127369
48,285.2807429437262,75.84432288474487
49,219.11860372464943,65.8312671238605
